Time,Average
2024-08-20 14:44:31+00:00,143
2024-08-20 14:49:34+00:00,143
2024-08-20 14:54:36+00:00,143
2024-08-20 14:59:39+00:00,143
2024-08-20 15:04:42+00:00,143
2024-08-20 15:09:44+00:00,143
2024-08-20 15:14:47+00:00,143
2024-08-20 15:19:49+00:00,143
2024-08-20 15:24:52+00:00,143
2024-08-20 15:29:55+00:00,143
2024-08-20 15:34:57+00:00,143
2024-08-20 15:40:00+00:00,143
2024-08-20 15:45:02+00:00,143
2024-08-20 15:50:05+00:00,143
2024-08-20 15:55:08+00:00,143
2024-08-20 16:00:10+00:00,143
2024-08-20 16:05:13+00:00,143
2024-08-20 16:10:15+00:00,143
2024-08-20 16:15:18+00:00,143
2024-08-20 16:20:20+00:00,143
2024-08-20 16:25:23+00:00,143
2024-08-20 16:30:26+00:00,143
2024-08-20 16:35:28+00:00,143
2024-08-20 16:40:31+00:00,143
2024-08-20 16:45:33+00:00,143
2024-08-20 16:50:36+00:00,143
2024-08-20 16:55:39+00:00,143
2024-08-20 17:00:41+00:00,143
2024-08-20 17:05:44+00:00,143
2024-08-20 17:10:46+00:00,143
2024-08-20 17:15:49+00:00,143
2024-08-20 17:20:52+00:00,143
2024-08-20 17:25:54+00:00,143
2024-08-20 17:30:57+00:00,143
2024-08-20 17:35:59+00:00,143
2024-08-20 17:41:02+00:00,143
2024-08-20 17:46:04+00:00,143
2024-08-20 17:51:07+00:00,143
2024-08-20 17:56:10+00:00,143
2024-08-20 18:01:12+00:00,143
2024-08-20 18:06:15+00:00,143
2024-08-20 18:11:17+00:00,143
2024-08-20 18:16:20+00:00,143
2024-08-20 18:21:23+00:00,143
2024-08-20 18:26:25+00:00,143
2024-08-20 18:31:28+00:00,143
2024-08-20 18:36:30+00:00,143
2024-08-20 18:41:33+00:00,143
2024-08-20 18:46:36+00:00,143
2024-08-20 18:51:38+00:00,143
2024-08-20 18:56:41+00:00,143
2024-08-20 19:01:43+00:00,143
2024-08-20 19:06:46+00:00,143
2024-08-20 19:11:48+00:00,143
2024-08-20 19:16:51+00:00,143
2024-08-20 19:21:54+00:00,143
2024-08-20 19:26:56+00:00,143
2024-08-20 19:31:59+00:00,143
2024-08-20 19:37:01+00:00,143
2024-08-20 19:42:04+00:00,143
2024-08-20 19:47:06+00:00,143
2024-08-20 19:52:09+00:00,143
2024-08-20 19:57:12+00:00,143
2024-08-20 20:02:14+00:00,143
2024-08-20 20:07:17+00:00,143
2024-08-20 20:12:19+00:00,143
2024-08-20 20:17:22+00:00,143
2024-08-20 20:22:25+00:00,143
2024-08-20 20:27:27+00:00,143
2024-08-20 20:32:30+00:00,143
2024-08-20 20:37:32+00:00,143
2024-08-20 20:42:35+00:00,143
2024-08-20 20:47:38+00:00,143
2024-08-20 20:52:40+00:00,143
2024-08-20 20:57:43+00:00,143
2024-08-20 21:02:45+00:00,143
2024-08-20 21:07:48+00:00,142
2024-08-20 21:12:50+00:00,142
2024-08-20 21:17:53+00:00,143
2024-08-20 21:22:56+00:00,143
2024-08-20 21:27:58+00:00,143
2024-08-20 21:33:01+00:00,143
2024-08-20 21:38:03+00:00,143
2024-08-20 21:43:06+00:00,143
2024-08-20 21:48:09+00:00,143
2024-08-20 21:53:11+00:00,143
2024-08-20 21:58:14+00:00,143
2024-08-20 22:03:16+00:00,143
2024-08-20 22:08:19+00:00,143
2024-08-20 22:13:22+00:00,143
2024-08-20 22:18:24+00:00,143
2024-08-20 22:23:27+00:00,143
2024-08-20 22:28:29+00:00,143
2024-08-20 22:33:32+00:00,143
2024-08-20 22:38:35+00:00,143
2024-08-20 22:43:37+00:00,143
2024-08-20 22:48:40+00:00,143
2024-08-20 22:53:42+00:00,143
2024-08-20 22:58:45+00:00,143
2024-08-20 23:03:48+00:00,143
2024-08-20 23:08:50+00:00,143
2024-08-20 23:13:53+00:00,143
2024-08-20 23:18:55+00:00,143
2024-08-20 23:23:58+00:00,143
2024-08-20 23:29:00+00:00,143
2024-08-20 23:34:03+00:00,143
2024-08-20 23:39:06+00:00,143
2024-08-20 23:44:08+00:00,143
2024-08-20 23:49:11+00:00,143
2024-08-20 23:54:13+00:00,143
2024-08-20 23:59:16+00:00,143
2024-08-21 00:04:18+00:00,143
2024-08-21 00:09:21+00:00,143
2024-08-21 00:14:24+00:00,143
2024-08-21 00:19:26+00:00,143
2024-08-21 00:24:29+00:00,143
2024-08-21 00:29:32+00:00,143
2024-08-21 00:34:34+00:00,143
2024-08-21 00:39:37+00:00,143
2024-08-21 00:44:39+00:00,143
2024-08-21 00:49:42+00:00,143
2024-08-21 00:54:45+00:00,143
2024-08-21 00:59:47+00:00,143
2024-08-21 01:04:50+00:00,143
2024-08-21 01:09:52+00:00,143
2024-08-21 01:14:55+00:00,143
2024-08-21 01:19:57+00:00,143
2024-08-21 01:25:00+00:00,143
2024-08-21 01:30:03+00:00,143
2024-08-21 01:35:05+00:00,143
2024-08-21 01:40:08+00:00,143
2024-08-21 01:45:10+00:00,143
2024-08-21 01:50:13+00:00,143
2024-08-21 01:55:16+00:00,143
2024-08-21 02:00:18+00:00,143
2024-08-21 02:05:21+00:00,143
2024-08-21 02:10:23+00:00,143
2024-08-21 02:15:26+00:00,143
2024-08-21 02:20:29+00:00,143
2024-08-21 02:25:31+00:00,143
2024-08-21 02:30:34+00:00,143
2024-08-21 02:35:36+00:00,143
2024-08-21 02:40:39+00:00,143
2024-08-21 02:45:42+00:00,143
2024-08-21 02:50:44+00:00,143
2024-08-21 02:55:47+00:00,143
2024-08-21 03:00:49+00:00,143
2024-08-21 03:05:52+00:00,143
2024-08-21 03:10:55+00:00,143
2024-08-21 03:15:57+00:00,143
2024-08-21 03:21:00+00:00,143
2024-08-21 03:26:02+00:00,143
2024-08-21 03:31:05+00:00,143
2024-08-21 03:36:07+00:00,143
2024-08-21 03:41:10+00:00,143
2024-08-21 03:46:13+00:00,143
2024-08-21 03:51:15+00:00,143
2024-08-21 03:56:18+00:00,143
2024-08-21 04:01:20+00:00,143
2024-08-21 04:06:23+00:00,143
2024-08-21 04:11:25+00:00,143
2024-08-21 04:16:28+00:00,143
2024-08-21 04:21:31+00:00,142
2024-08-21 04:26:33+00:00,143
2024-08-21 04:31:36+00:00,143
2024-08-21 04:36:38+00:00,143
2024-08-21 04:41:41+00:00,143
2024-08-21 04:46:44+00:00,143
2024-08-21 04:51:46+00:00,144
2024-08-21 04:56:49+00:00,145
2024-08-21 05:01:51+00:00,143
2024-08-21 05:06:54+00:00,143
2024-08-21 05:11:57+00:00,143
2024-08-21 05:16:59+00:00,143
2024-08-21 05:22:02+00:00,143
2024-08-21 05:27:04+00:00,143
2024-08-21 05:32:07+00:00,143
2024-08-21 05:37:10+00:00,143
2024-08-21 05:42:12+00:00,143
2024-08-21 05:47:15+00:00,143
2024-08-21 05:52:17+00:00,143
2024-08-21 05:57:20+00:00,143
2024-08-21 06:02:22+00:00,143
2024-08-21 06:07:25+00:00,143
2024-08-21 06:12:28+00:00,143
2024-08-21 06:17:30+00:00,143
2024-08-21 06:22:33+00:00,143
2024-08-21 06:27:35+00:00,143
2024-08-21 06:32:38+00:00,143
2024-08-21 06:37:41+00:00,143
2024-08-21 06:42:43+00:00,143
2024-08-21 06:47:46+00:00,143
2024-08-21 06:52:48+00:00,143
2024-08-21 06:57:51+00:00,145
2024-08-21 07:02:54+00:00,144
2024-08-21 07:07:56+00:00,144
2024-08-21 07:12:59+00:00,145
2024-08-21 07:18:01+00:00,144
2024-08-21 07:23:04+00:00,144
2024-08-21 07:28:07+00:00,144
2024-08-21 07:33:09+00:00,144
2024-08-21 07:38:12+00:00,144
2024-08-21 07:43:14+00:00,144
2024-08-21 07:48:17+00:00,144
2024-08-21 07:53:19+00:00,144
2024-08-21 07:58:22+00:00,144
2024-08-21 08:03:25+00:00,144
2024-08-21 08:08:27+00:00,144
2024-08-21 08:13:30+00:00,144
2024-08-21 08:18:32+00:00,144
2024-08-21 08:23:35+00:00,144
2024-08-21 08:28:38+00:00,144
2024-08-21 08:33:40+00:00,144
2024-08-21 08:38:43+00:00,144
2024-08-21 08:43:45+00:00,144
2024-08-21 08:48:48+00:00,144
2024-08-21 08:53:51+00:00,144
2024-08-21 08:58:53+00:00,144
2024-08-21 09:03:56+00:00,144
2024-08-21 09:08:58+00:00,144
2024-08-21 09:14:01+00:00,144
2024-08-21 09:19:04+00:00,144
2024-08-21 09:24:06+00:00,144
2024-08-21 09:29:09+00:00,144
2024-08-21 09:34:12+00:00,144
2024-08-21 09:39:14+00:00,144
2024-08-21 09:44:17+00:00,144
2024-08-21 09:49:19+00:00,144
